source_seed_id,platform,source_title,handle,url,source_kind,source_scope_guess,priority,discovered_from,discovered_from_url,why_seeded,expected_value,known_risks,initial_status,monitoring_enabled,rights_policy,notes,profile_probe_enabled,comments_discovery_enabled,forward_repost_edge_enabled,seed_batch,source_profile_url,profile_probe_status
v2_171,telegram,Telegram nature discovery candidate 141,,https://tgstat.ru/search?query=nature+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,catalog,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram nature sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_172,telegram,Telegram architecture discovery candidate 142,,https://tgstat.ru/search?query=architecture+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram architecture sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_173,telegram,Telegram history discovery candidate 143,,https://tgstat.ru/search?query=history+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram history sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_174,telegram,Telegram weekend discovery candidate 144,,https://tgstat.ru/search?query=weekend+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram weekend sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_175,telegram,Telegram roadtrip discovery candidate 145,,https://tgstat.ru/search?query=roadtrip+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram roadtrip sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_176,telegram,Telegram local_story discovery candidate 146,,https://tgstat.ru/search?query=local_story+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,catalog,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram local_story sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_177,telegram,Telegram outdoor discovery candidate 147,,https://tgstat.ru/search?query=outdoor+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram outdoor sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_178,telegram,Telegram coast discovery candidate 148,,https://tgstat.ru/search?query=coast+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram coast sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_179,telegram,Telegram museum discovery candidate 149,,https://tgstat.ru/search?query=museum+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram museum sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_180,telegram,Telegram heritage discovery candidate 150,,https://tgstat.ru/search?query=heritage+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram heritage sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_181,vk,VK wall travel discovery candidate 001,,https://vk.com/search?c%5Bq%5D=travel%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,discovery_hub,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_182,vk,VK wall photo discovery candidate 002,,https://vk.com/search?c%5Bq%5D=photo%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_183,vk,VK wall places discovery candidate 003,,https://vk.com/search?c%5Bq%5D=places%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_184,vk,VK wall russia_travel discovery candidate 004,,https://vk.com/search?c%5Bq%5D=russia_travel%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_185,vk,VK wall nature discovery candidate 005,,https://vk.com/search?c%5Bq%5D=nature%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_186,vk,VK wall outdoor discovery candidate 006,,https://vk.com/search?c%5Bq%5D=outdoor%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_187,vk,VK wall architecture discovery candidate 007,,https://vk.com/search?c%5Bq%5D=architecture%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,discovery_hub,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_188,vk,VK wall history discovery candidate 008,,https://vk.com/search?c%5Bq%5D=history%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_189,vk,VK wall route discovery candidate 009,,https://vk.com/search?c%5Bq%5D=route%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_190,vk,VK wall local_media discovery candidate 010,,https://vk.com/search?c%5Bq%5D=local_media%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_191,vk,VK wall tourism discovery candidate 011,,https://vk.com/search?c%5Bq%5D=tourism%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_192,vk,VK wall coast discovery candidate 012,,https://vk.com/search?c%5Bq%5D=coast%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_193,vk,VK wall travel discovery candidate 013,,https://vk.com/search?c%5Bq%5D=travel%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,discovery_hub,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_194,vk,VK wall photo discovery candidate 014,,https://vk.com/search?c%5Bq%5D=photo%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_195,vk,VK wall places discovery candidate 015,,https://vk.com/search?c%5Bq%5D=places%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_196,vk,VK wall russia_travel discovery candidate 016,,https://vk.com/search?c%5Bq%5D=russia_travel%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_197,vk,VK wall nature discovery candidate 017,,https://vk.com/search?c%5Bq%5D=nature%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_198,vk,VK wall outdoor discovery candidate 018,,https://vk.com/search?c%5Bq%5D=outdoor%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_199,vk,VK wall architecture discovery candidate 019,,https://vk.com/search?c%5Bq%5D=architecture%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,discovery_hub,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_200,vk,VK wall history discovery candidate 020,,https://vk.com/search?c%5Bq%5D=history%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_201,vk,VK wall route discovery candidate 021,,https://vk.com/search?c%5Bq%5D=route%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_202,vk,VK wall local_media discovery candidate 022,,https://vk.com/search?c%5Bq%5D=local_media%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_203,vk,VK wall tourism discovery candidate 023,,https://vk.com/search?c%5Bq%5D=tourism%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_204,vk,VK wall coast discovery candidate 024,,https://vk.com/search?c%5Bq%5D=coast%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_205,vk,VK wall travel discovery candidate 025,,https://vk.com/search?c%5Bq%5D=travel%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,discovery_hub,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_206,vk,VK wall photo discovery candidate 026,,https://vk.com/search?c%5Bq%5D=photo%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_207,vk,VK wall places discovery candidate 027,,https://vk.com/search?c%5Bq%5D=places%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_208,vk,VK wall russia_travel discovery candidate 028,,https://vk.com/search?c%5Bq%5D=russia_travel%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_209,vk,VK wall nature discovery candidate 029,,https://vk.com/search?c%5Bq%5D=nature%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_210,vk,VK wall outdoor discovery candidate 030,,https://vk.com/search?c%5Bq%5D=outdoor%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_211,vk,VK wall architecture discovery candidate 031,,https://vk.com/search?c%5Bq%5D=architecture%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,discovery_hub,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_212,vk,VK wall history discovery candidate 032,,https://vk.com/search?c%5Bq%5D=history%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_213,vk,VK wall route discovery candidate 033,,https://vk.com/search?c%5Bq%5D=route%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_214,vk,VK wall local_media discovery candidate 034,,https://vk.com/search?c%5Bq%5D=local_media%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_215,vk,VK wall tourism discovery candidate 035,,https://vk.com/search?c%5Bq%5D=tourism%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_216,vk,VK wall coast discovery candidate 036,,https://vk.com/search?c%5Bq%5D=coast%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_217,vk,VK wall travel discovery candidate 037,,https://vk.com/search?c%5Bq%5D=travel%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,discovery_hub,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_218,vk,VK wall photo discovery candidate 038,,https://vk.com/search?c%5Bq%5D=photo%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
